	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
1067	1067	1069	表态#肯定	嗯，我认为这是对的	嗯 ， 我 认为 这 是 对 的	嗯 ， 我 认 为 这 是 对 的
1068	1068	1070	表态#肯定	嗯，我认为这是正确的	嗯 ， 我 认为 这是 正确 的	嗯 ， 我 认 为 这 是 正 确 的
1069	1069	1071	表态#肯定	嗯，我认为这能行	嗯 ， 我 认为 这能行	嗯 ， 我 认 为 这 能 行
1070	1070	1072	表态#肯定	嗯，是的	嗯 ， 是 的	嗯 ， 是 的
1071	1071	1073	表态#肯定	嗯，是这样	嗯 ， 是 这样	嗯 ， 是 这 样
1072	1072	1074	表态#肯定	嗯，肯定是对的	嗯 ， 肯定 是 对 的	嗯 ， 肯 定 是 对 的
1073	1073	1075	表态#肯定	嗯，肯定是正确的	嗯 ， 肯定 是 正确 的	嗯 ， 肯 定 是 正 确 的
1074	1074	1076	表态#肯定	嗯，这是对的啊	嗯 ， 这 是 对 的 啊	嗯 ， 这 是 对 的 啊
1075	1075	1077	表态#肯定	好吧	好 吧	好 吧
1076	1076	1078	表态#肯定	好好好	好好 好	好 好 好
1077	1077	1079	表态#肯定	好的	好 的	好 的
1078	1078	1080	表态#肯定	好的啊	好 的 啊	好 的 啊
1079	1079	1081	表态#肯定	好的，我支持你	好 的 ， 我 支持 你	好 的 ， 我 支 持 你
1080	1080	1082	表态#肯定	完全正确	完全正确	完 全 正 确
1081	1081	1083	表态#肯定	对	对	对
1082	1082	1084	表态#肯定	对啊	对 啊	对 啊
1083	1083	1085	表态#肯定	对啊，对啊	对 啊 ， 对 啊	对 啊 ， 对 啊
1084	1084	1086	表态#肯定	对的	对 的	对 的
1085	1085	1087	表态#肯定	对的啊	对 的 啊	对 的 啊
1086	1086	1088	表态#肯定	对，就是这样	对 ， 就是 这样	对 ， 就 是 这 样
1087	1087	1089	表态#肯定	就是你说的这样做	就是 你 说 的 这样 做	就 是 你 说 的 这 样 做
1088	1088	1090	表态#肯定	就该这样做的	就 该 这样 做 的	就 该 这 样 做 的
1089	1089	1091	表态#肯定	感觉好像那部手机好一点	感觉 好像 那 部手机 好 一点	感 觉 好 像 那 部 手 机 好 一 点
1090	1090	1092	表态#肯定	我也觉得也是	我 也 觉得 也 是	我 也 觉 得 也 是
1091	1091	1093	表态#肯定	我也这么认为的	我 也 这么 认为 的	我 也 这 么 认 为 的
1092	1092	1094	表态#肯定	我同意	我 同意	我 同 意
1093	1093	1095	表态#肯定	我同意你的想法	我 同意 你 的 想法	我 同 意 你 的 想 法
1094	1094	1096	表态#肯定	我同意你的说法	我 同意 你 的 说法	我 同 意 你 的 说 法
1095	1095	1097	表态#肯定	我坚信我的想法是对的	我 坚信 我 的 想法 是 对 的	我 坚 信 我 的 想 法 是 对 的
1096	1096	1098	表态#肯定	我坚信我的想法是正确的	我 坚信 我 的 想法 是 正确 的	我 坚 信 我 的 想 法 是 正 确 的
1097	1097	1099	表态#肯定	我坚信我的想法，那是一定正确的	我 坚信 我 的 想法 ， 那 是 一定 正确 的	我 坚 信 我 的 想 法 ， 那 是 一 定 正 确 的
1098	1098	1100	表态#肯定	我坚信我的想法，那是十分正确的	我 坚信 我 的 想法 ， 那 是 十分 正确 的	我 坚 信 我 的 想 法 ， 那 是 十 分 正 确 的
1099	1099	1101	表态#肯定	我坚信我的想法，那是完全正确的	我 坚信 我 的 想法 ， 那 是 完全正确 的	我 坚 信 我 的 想 法 ， 那 是 完 全 正 确 的
1100	1100	1102	表态#肯定	我坚信我的想法，那是绝对正确的	我 坚信 我 的 想法 ， 那 是 绝对 正确 的	我 坚 信 我 的 想 法 ， 那 是 绝 对 正 确 的
1101	1101	1103	表态#肯定	我坚信我的想法，那是肯定正确的	我 坚信 我 的 想法 ， 那 是 肯定 正确 的	我 坚 信 我 的 想 法 ， 那 是 肯 定 正 确 的
1102	1102	1104	表态#肯定	我坚信我的想法，那是非常正确的	我 坚信 我 的 想法 ， 那 是 非常 正确 的	我 坚 信 我 的 想 法 ， 那 是 非 常 正 确 的
1103	1103	1105	表态#肯定	我坚信我的观点是对的	我 坚信 我 的 观点 是 对 的	我 坚 信 我 的 观 点 是 对 的
1104	1104	1106	表态#肯定	我坚信我的观点是正确的	我 坚信 我 的 观点 是 正确 的	我 坚 信 我 的 观 点 是 正 确 的
1105	1105	1107	表态#肯定	我坚信我的论点是对的	我 坚信 我 的 论点 是 对 的	我 坚 信 我 的 论 点 是 对 的
1106	1106	1108	表态#肯定	我坚信我的论点是正确的	我 坚信 我 的 论点 是 正确 的	我 坚 信 我 的 论 点 是 正 确 的
1107	1107	1109	表态#肯定	我坚信这一定能行	我 坚信 这 一定 能 行	我 坚 信 这 一 定 能 行
1108	1108	1110	表态#肯定	我坚信这完全能行	我 坚信 这 完全 能 行	我 坚 信 这 完 全 能 行
1109	1109	1111	表态#肯定	我坚信这绝对能行	我 坚信 这 绝对 能 行	我 坚 信 这 绝 对 能 行
1110	1110	1112	表态#肯定	我坚信这肯定能行	我 坚信 这 肯定 能 行	我 坚 信 这 肯 定 能 行
1111	1111	1113	表态#肯定	我坚信这能行	我 坚信 这能行	我 坚 信 这 能 行
1112	1112	1114	表态#肯定	我就是这样觉得的	我 就是 这样 觉得 的	我 就 是 这 样 觉 得 的
1113	1113	1115	表态#肯定	我想这是正确的	我 想 这 是 正确 的	我 想 这 是 正 确 的
1114	1114	1116	表态#肯定	我的想法一定正确	我 的 想法 一定 正确	我 的 想 法 一 定 正 确
1115	1115	1117	表态#肯定	我相信	我 相信	我 相 信
1116	1116	1118	表态#肯定	我知道了	我 知道 了	我 知 道 了
1117	1117	1119	表态#肯定	我肯定我的想法是一定正确的	我 肯定 我 的 想法 是 一定 正确 的	我 肯 定 我 的 想 法 是 一 定 正 确 的
1118	1118	1120	表态#肯定	我肯定我的想法是十分正确的	我 肯定 我 的 想法 是 十分 正确 的	我 肯 定 我 的 想 法 是 十 分 正 确 的
1119	1119	1121	表态#肯定	我肯定我的想法是完全正确的	我 肯定 我 的 想法 是 完全正确 的	我 肯 定 我 的 想 法 是 完 全 正 确 的
1120	1120	1122	表态#肯定	我肯定我的想法是对的	我 肯定 我 的 想法 是 对 的	我 肯 定 我 的 想 法 是 对 的
1121	1121	1123	表态#肯定	我肯定我的想法是绝对正确的	我 肯定 我 的 想法 是 绝对 正确 的	我 肯 定 我 的 想 法 是 绝 对 正 确 的
1122	1122	1124	表态#肯定	我肯定我的想法是肯定正确的	我 肯定 我 的 想法 是 肯定 正确 的	我 肯 定 我 的 想 法 是 肯 定 正 确 的
1123	1123	1125	表态#肯定	我肯定我的想法是非常正确的	我 肯定 我 的 想法 是 非常 正确 的	我 肯 定 我 的 想 法 是 非 常 正 确 的
1124	1124	1126	表态#肯定	我肯定我的观点是对的	我 肯定 我 的 观点 是 对 的	我 肯 定 我 的 观 点 是 对 的
1125	1125	1127	表态#肯定	我肯定我的论点是对的	我 肯定 我 的 论点 是 对 的	我 肯 定 我 的 论 点 是 对 的
1126	1126	1128	表态#肯定	我肯定这是对的	我 肯定 这 是 对 的	我 肯 定 这 是 对 的
1127	1127	1129	表态#肯定	我认为完全正确	我 认为 完全正确	我 认 为 完 全 正 确
1128	1128	1130	表态#肯定	我认为我一定对	我 认为 我 一定 对	我 认 为 我 一 定 对
1129	1129	1131	表态#肯定	我认为我一定正确	我 认为 我 一定 正确	我 认 为 我 一 定 正 确
1130	1130	1132	表态#肯定	我认为我是对的	我 认为 我 是 对 的	我 认 为 我 是 对 的
1131	1131	1133	表态#肯定	我认为我是正确的	我 认为 我 是 正确 的	我 认 为 我 是 正 确 的
1132	1132	1134	表态#肯定	我认为我的想法一定正确	我 认为 我 的 想法 一定 正确	我 认 为 我 的 想 法 一 定 正 确
1133	1133	1135	表态#肯定	我认为我的想法十分正确	我 认为 我 的 想法 十分 正确	我 认 为 我 的 想 法 十 分 正 确
1134	1134	1136	表态#肯定	我认为我的想法完全正确	我 认为 我 的 想法 完全正确	我 认 为 我 的 想 法 完 全 正 确
1135	1135	1137	表态#肯定	我认为我的想法是正确的	我 认为 我 的 想法 是 正确 的	我 认 为 我 的 想 法 是 正 确 的
1136	1136	1138	表态#肯定	我认为我的想法绝对正确	我 认为 我 的 想法 绝对 正确	我 认 为 我 的 想 法 绝 对 正 确
1137	1137	1139	表态#肯定	我认为我的想法肯定正确	我 认为 我 的 想法 肯定 正确	我 认 为 我 的 想 法 肯 定 正 确
1138	1138	1140	表态#肯定	我认为我的想法非常正确	我 认为 我 的 想法 非常 正确	我 认 为 我 的 想 法 非 常 正 确
1139	1139	1141	表态#肯定	我认为是对的	我 认为 是 对 的	我 认 为 是 对 的
1140	1140	1142	表态#肯定	我认为肯定是这样	我 认为 肯定 是 这样	我 认 为 肯 定 是 这 样
1141	1141	1143	表态#肯定	我认为肯定能行	我 认为 肯定 能 行	我 认 为 肯 定 能 行
1142	1142	1144	表态#肯定	我认为这是正确的	我 认为 这是 正确 的	我 认 为 这 是 正 确 的
1143	1143	1145	表态#肯定	我认同你	我 认同 你	我 认 同 你
1144	1144	1146	表态#肯定	是	是	是
1145	1145	1147	表态#肯定	是啊，我也这么认为	是 啊 ， 我 也 这么 认为	是 啊 ， 我 也 这 么 认 为
1146	1146	1148	表态#肯定	是啊，是啊	是 啊 ， 是 啊	是 啊 ， 是 啊
1147	1147	1149	表态#肯定	是的	是 的	是 的
1148	1148	1150	表态#肯定	是的啊	是 的 啊	是 的 啊
1149	1149	1151	表态#肯定	是的，这是一定正确的	是 的 ， 这是 一定 正确 的	是 的 ， 这 是 一 定 正 确 的
1150	1150	1152	表态#肯定	是的，这是十分正确的	是 的 ， 这是 十分 正确 的	是 的 ， 这 是 十 分 正 确 的
1151	1151	1153	表态#肯定	是的，这是完全正确的	是 的 ， 这是 完全正确 的	是 的 ， 这 是 完 全 正 确 的
1152	1152	1154	表态#肯定	是的，这是绝对正确的	是 的 ， 这是 绝对 正确 的	是 的 ， 这 是 绝 对 正 确 的
1153	1153	1155	表态#肯定	是的，这是肯定正确的	是 的 ， 这是 肯定 正确 的	是 的 ， 这 是 肯 定 正 确 的
1154	1154	1156	表态#肯定	是的，这是非常正确的	是 的 ， 这是 非常 正确 的	是 的 ， 这 是 非 常 正 确 的
1155	1155	1157	表态#肯定	是的，这样是正确的	是 的 ， 这样 是 正确 的	是 的 ， 这 样 是 正 确 的
1156	1156	1158	表态#肯定	正确	正确	正 确
1157	1157	1030	表态#肯定	没那么喜欢	没 那么 喜欢	没 那 么 喜 欢
1158	1158	1159	表态#肯定	没错	没错	没 错
1159	1159	1160	表态#肯定	没错，这是一定正确的	没错 ， 这是 一定 正确 的	没 错 ， 这 是 一 定 正 确 的
1160	1160	1161	表态#肯定	没错，这是十分正确的	没错 ， 这是 十分 正确 的	没 错 ， 这 是 十 分 正 确 的
1161	1161	1162	表态#肯定	没错，这是完全正确的	没错 ， 这是 完全正确 的	没 错 ， 这 是 完 全 正 确 的
1162	1162	1163	表态#肯定	没错，这是对的	没错 ， 这 是 对 的	没 错 ， 这 是 对 的
1163	1163	1164	表态#肯定	没错，这是绝对正确的	没错 ， 这是 绝对 正确 的	没 错 ， 这 是 绝 对 正 确 的
1164	1164	1165	表态#肯定	没错，这是肯定正确的	没错 ， 这是 肯定 正确 的	没 错 ， 这 是 肯 定 正 确 的
1165	1165	1166	表态#肯定	没错，这是非常正确的	没错 ， 这是 非常 正确 的	没 错 ， 这 是 非 常 正 确 的
1166	1166	1167	表态#肯定	没问题	没 问题	没 问 题
1167	1167	1168	表态#肯定	真的该这样	真的 该 这样	真 的 该 这 样
1168	1168	1169	表态#肯定	确定要	确定 要	确 定 要
1169	1169	1170	表态#肯定	肯定是啦	肯定 是 啦	肯 定 是 啦
1170	1170	1171	表态#肯定	能	能	能
1171	1171	1172	表态#肯定	行	行	行
1172	1172	1173	表态#肯定	要	要	要
1173	1173	1174	表态#肯定	还可以喔	还 可以 喔	还 可 以 喔
1174	1174	1175	表态#肯定	还好	还好	还 好
1175	1175	1176	表态#肯定	还行	还 行	还 行
1176	1176	1177	表态#肯定	这一定是完全正确的	这 一定 是 完全正确 的	这 一 定 是 完 全 正 确 的
1177	1177	1178	表态#肯定	这一定能行	这 一定 能 行	这 一 定 能 行
1178	1178	1179	表态#肯定	这不存在问题，这是一定正确的	这 不 存在 问题 ， 这是 一定 正确 的	这 不 存 在 问 题 ， 这 是 一 定 正 确 的
1179	1179	1180	表态#肯定	这不存在问题，这是十分正确的	这 不 存在 问题 ， 这是 十分 正确 的	这 不 存 在 问 题 ， 这 是 十 分 正 确 的
1180	1180	1181	表态#肯定	这不存在问题，这是完全正确的	这 不 存在 问题 ， 这是 完全正确 的	这 不 存 在 问 题 ， 这 是 完 全 正 确 的
1181	1181	1182	表态#肯定	这不存在问题，这是绝对正确的	这 不 存在 问题 ， 这是 绝对 正确 的	这 不 存 在 问 题 ， 这 是 绝 对 正 确 的
1182	1182	1183	表态#肯定	这不存在问题，这是肯定正确的	这 不 存在 问题 ， 这是 肯定 正确 的	这 不 存 在 问 题 ， 这 是 肯 定 正 确 的
1183	1183	1184	表态#肯定	这不存在问题，这是非常正确的	这 不 存在 问题 ， 这是 非常 正确 的	这 不 存 在 问 题 ， 这 是 非 常 正 确 的
1184	1184	1185	表态#肯定	这完全没有异义	这 完全 没有 异义	这 完 全 没 有 异 义
1185	1185	1186	表态#肯定	这完全能行	这 完全 能 行	这 完 全 能 行
1186	1186	1187	表态#肯定	这当然是对的啊	这 当然 是 对 的 啊	这 当 然 是 对 的 啊
1187	1187	1188	表态#肯定	这当然是正确的啊	这 当然 是 正确 的 啊	这 当 然 是 正 确 的 啊
1188	1188	1189	表态#肯定	这手机挺好看的	这 手机 挺 好看 的	这 手 机 挺 好 看 的
1189	1189	1190	表态#肯定	这手机挺漂亮的	这 手机 挺 漂亮 的	这 手 机 挺 漂 亮 的
1190	1190	1191	表态#肯定	这是绝对正确的	这是 绝对 正确 的	这 是 绝 对 正 确 的
1191	1191	1192	表态#肯定	这显然是对的啊	这 显然 是 对 的 啊	这 显 然 是 对 的 啊
1192	1192	1193	表态#肯定	这显然是正确的啊	这 显然 是 正确 的 啊	这 显 然 是 正 确 的 啊
1193	1193	1194	表态#肯定	这样挺好的	这样 挺 好 的	这 样 挺 好 的
1194	1194	1195	表态#肯定	这样是正确的	这样 是 正确 的	这 样 是 正 确 的
1195	1195	1196	表态#肯定	这肯定能行	这 肯定 能 行	这 肯 定 能 行
1196	1196	1197	表态#肯定	这能行	这能行	这 能 行
1197	1197	1198	表态#肯定	﻿这一定是对的	﻿ 这 一定 是 对 的	﻿ 这 一 定 是 对 的
1198	1198	1199	表态#附和	呵呵	呵呵	呵 呵
1199	1199	1200	表态#附和	哈哈哈	哈哈哈	哈 哈 哈
1200	1200	1201	表态#附和	哈哈哈哈	哈哈哈哈	哈 哈 哈 哈
1201	1201	1202	表态#附和	哈哈，你太帅了吧	哈哈 ， 你 太帅 了 吧	哈 哈 ， 你 太 帅 了 吧
1202	1202	1203	表态#附和	哈哈，好好笑啊	哈哈 ， 好好笑 啊	哈 哈 ， 好 好 笑 啊
1203	1203	1204	表态#附和	哈哈，我是在逗你玩的	哈哈 ， 我 是 在 逗你玩 的	哈 哈 ， 我 是 在 逗 你 玩 的
1204	1204	1205	表态#附和	哦，原来如此	哦 ， 原来如此	哦 ， 原 来 如 此
1205	1205	1206	表态#附和	喵	喵	喵
1206	1206	1207	表态#附和	是这样的吧	是 这样 的 吧	是 这 样 的 吧
1207	1207	1208	表态#附和	汪	汪	汪
1208	1208	1209	表态#附和	额	额	额
1209	1209	1210	表态#随便	你说是就是咯	你 说 是 就是 咯	你 说 是 就 是 咯
1210	1210	1211	表态#随便	无所谓	无所谓	无 所 谓
1211	1211	1212	表态#随便	没有什么要求	没有 什么 要求	没 有 什 么 要 求
1212	1212	1213	表态#随便	没有要求	没有 要求	没 有 要 求
1213	1213	1214	表态#随便	没要求	没 要求	没 要 求
1214	1214	1215	表态#随便	这个无所谓	这个 无所谓	这 个 无 所 谓
1215	1215	1216	表态#随便	都可以	都 可以	都 可 以
1216	1216	1217	表态#随便	都行	都行	都 行
1217	1217	1218	表态#随便	随便啦	随便 啦	随 便 啦
1218	1218	1219	闲聊#天气	4号那天好像会刮台风	4 号 那天 好像 会 刮 台风	4 号 那 天 好 像 会 刮 台 风
1219	1219	1220	闲聊#天气	一场台风把这里的雾霾刮走了	一场 台风 把 这里 的 雾 霾 刮走 了	一 场 台 风 把 这 里 的 雾 霾 刮 走 了
1220	1220	1221	闲聊#天气	一看到浓密的乌云就知道一场暴雨快来了	一 看到 浓密 的 乌云 就 知道 一场 暴雨 快来 了	一 看 到 浓 密 的 乌 云 就 知 道 一 场 暴 雨 快 来 了
1221	1221	1222	闲聊#天气	下个月冬天来了就开始下雪了	下个月 冬天 来 了 就 开始 下雪 了	下 个 月 冬 天 来 了 就 开 始 下 雪 了
1222	1222	1223	闲聊#天气	下个月天气就开始变得干燥起来了	下个月 天气 就 开始 变得 干燥 起来 了	下 个 月 天 气 就 开 始 变 得 干 燥 起 来 了
1223	1223	1224	闲聊#天气	下雨了啊	下雨 了 啊	下 雨 了 啊
1224	1224	1225	闲聊#天气	不过这里的雾霾天气越来越严重了	不过 这里 的 雾 霾 天气 越来越 严重 了	不 过 这 里 的 雾 霾 天 气 越 来 越 严 重 了
1225	1225	1226	闲聊#天气	中到大雪、	中到大雪 、	中 到 大 雪 、
1226	1226	1227	闲聊#天气	今天下了一天的雨了	今天 下 了 一天 的 雨 了	今 天 下 了 一 天 的 雨 了
1227	1227	1228	闲聊#天气	今天又是阴天	今天 又 是 阴天	今 天 又 是 阴 天
1228	1228	1229	闲聊#天气	今天天气不错嘛	今天天气 不错 嘛	今 天 天 气 不 错 嘛
1229	1229	1230	闲聊#天气	今天天气好不好	今天天气 好不好	今 天 天 气 好 不 好
1230	1230	1231	闲聊#天气	今天天气怎么样	今天天气 怎么样	今 天 天 气 怎 么 样
1231	1231	1232	闲聊#天气	今天天气真的很好	今天天气 真的 很 好	今 天 天 气 真 的 很 好
1232	1232	1233	闲聊#天气	今天很晒啊	今天 很 晒 啊	今 天 很 晒 啊
1233	1233	1234	闲聊#天气	今天早上刮了好大的雾	今天 早上 刮 了 好 大 的 雾	今 天 早 上 刮 了 好 大 的 雾
1234	1234	1235	闲聊#天气	今天早上居然下雪了	今天 早上 居然 下雪 了	今 天 早 上 居 然 下 雪 了
1235	1235	1236	闲聊#天气	今天的天气一般	今天 的 天气 一般	今 天 的 天 气 一 般
1236	1236	1237	闲聊#天气	今天的天气好闷热	今天 的 天气 好 闷热	今 天 的 天 气 好 闷 热
1237	1237	1238	闲聊#天气	今天的太阳挺烈的	今天 的 太阳 挺烈 的	今 天 的 太 阳 挺 烈 的
1238	1238	1239	闲聊#天气	今年和往年一样又刮起了严重的雾霾	今年 和 往年 一样 又 刮起 了 严重 的 雾 霾	今 年 和 往 年 一 样 又 刮 起 了 严 重 的 雾 霾
1239	1239	1240	闲聊#天气	冷空气给这个地方带来了一场大雨	冷空气 给 这个 地方 带来 了 一场 大雨	冷 空 气 给 这 个 地 方 带 来 了 一 场 大 雨
1240	1240	1241	闲聊#天气	冷空气还有两天到达	冷空气 还有 两天 到达	冷 空 气 还 有 两 天 到 达
1241	1241	1242	闲聊#天气	别忘了带伞	别忘了 带伞	别 忘 了 带 伞
1242	1242	1243	闲聊#天气	去年的国庆节下好大的雪	去年 的 国庆节 下好 大 的 雪	去 年 的 国 庆 节 下 好 大 的 雪
1243	1243	1244	闲聊#天气	听说冷空气南下了	听说 冷空气 南下 了	听 说 冷 空 气 南 下 了
1244	1244	1245	闲聊#天气	听说台风快到这边了	听说 台风 快到 这边 了	听 说 台 风 快 到 这 边 了
1245	1245	1246	闲聊#天气	听说明天会下雨	听说 明天 会 下雨	听 说 明 天 会 下 雨
1246	1246	1247	闲聊#天气	夏天，雷雨到来之前，在天空先会看到积云	夏天 ， 雷雨 到来 之前 ， 在 天空 先 会 看到 积云	夏 天 ， 雷 雨 到 来 之 前 ， 在 天 空 先 会 看 到 积 云
1247	1247	1248	闲聊#天气	多云、	多云 、	多 云 、
1248	1248	1249	闲聊#天气	大到暴雪	大到 暴雪	大 到 暴 雪
1249	1249	1250	闲聊#天气	大暴雨到特大暴雨、	大暴雨 到 特 大暴雨 、	大 暴 雨 到 特 大 暴 雨 、
1250	1250	1251	闲聊#天气	天气不错，适宜晾晒衣物	天气 不错 ， 适宜 晾晒 衣物	天 气 不 错 ， 适 宜 晾 晒 衣 物
1251	1251	1252	闲聊#天气	天气怎么样	天气 怎么样	天 气 怎 么 样
1252	1252	1253	闲聊#天气	天气慢慢变冷了	天气 慢慢 变冷 了	天 气 慢 慢 变 冷 了
1253	1253	1254	闲聊#天气	天气渐渐回暖了	天气 渐渐 回暖 了	天 气 渐 渐 回 暖 了
1254	1254	1255	闲聊#天气	天气温度持续高涨	天气 温度 持续 高涨	天 气 温 度 持 续 高 涨
1255	1255	1256	闲聊#天气	天气炎热	天气炎热	天 气 炎 热
1256	1256	1257	闲聊#天气	天气预报	天气预报	天 气 预 报
1257	1257	1258	闲聊#天气	天气预报说今天是晴天然而并不是	天气预报 说 今天 是 晴天 然而 并 不是	天 气 预 报 说 今 天 是 晴 天 然 而 并 不 是
1258	1258	1259	闲聊#天气	天气预报说后天气温会降到零度以下	天气预报 说 后天 气温 会 降到 零度以下	天 气 预 报 说 后 天 气 温 会 降 到 零 度 以 下
1259	1259	1260	闲聊#天气	天气预报说接下来的一个星期里天气怎么样？	天气预报 说 接下来 的 一个 星期 里 天气 怎么样 ？	天 气 预 报 说 接 下 来 的 一 个 星 期 里 天 气 怎 么 样 ？
1260	1260	1261	闲聊#天气	好冷	好 冷	好 冷
1261	1261	1262	闲聊#天气	好热	好 热	好 热
1262	1262	1263	闲聊#天气	寒冷的天气让人不想出门	寒冷 的 天气 让 人 不想 出门	寒 冷 的 天 气 让 人 不 想 出 门
1263	1263	1264	闲聊#天气	小到中雪、	小到中雪 、	小 到 中 雪 、
1264	1264	1265	闲聊#天气	小雨、中雨、大雨、暴雨、大暴雨、特大暴雨	小雨 、 中雨 、 大雨 、 暴雨 、 大暴雨 、 特 大暴雨	小 雨 、 中 雨 、 大 雨 、 暴 雨 、 大 暴 雨 、 特 大 暴 雨
1265	1265	1266	闲聊#天气	强降雨逐渐南压	强降雨 逐渐 南压	强 降 雨 逐 渐 南 压
1266	1266	1267	闲聊#天气	往年三月份这里都会有回南天	往年 三月份 这里 都 会 有 回南天	往 年 三 月 份 这 里 都 会 有 回 南 天
1267	1267	1268	闲聊#天气	微风	微风	微 风
1268	1268	1269	闲聊#天气	快下雨了	快 下雨 了	快 下 雨 了
1269	1269	1270	闲聊#天气	我不喜欢在这种恶劣的天气下旅行	我 不 喜欢 在 这种 恶劣 的 天气 下 旅行	我 不 喜 欢 在 这 种 恶 劣 的 天 气 下 旅 行
1270	1270	1271	闲聊#天气	我很喜欢这种凉飕飕的天气	我 很 喜欢 这种 凉飕飕 的 天气	我 很 喜 欢 这 种 凉 飕 飕 的 天 气
1271	1271	1272	闲聊#天气	持续暴雨	持续 暴雨	持 续 暴 雨
1272	1272	1273	闲聊#天气	持续的雷暴雨让人觉得很不舒服	持续 的 雷暴雨 让 人 觉得 很 不 舒服	持 续 的 雷 暴 雨 让 人 觉 得 很 不 舒 服
1273	1273	1274	闲聊#天气	接下来的几个星期里平均空气湿度将会达到全年最高	接下来 的 几个 星期 里 平均 空气 湿度 将会 达到 全年 最高	接 下 来 的 几 个 星 期 里 平 均 空 气 湿 度 将 会 达 到 全 年 最 高
1274	1274	1275	闲聊#天气	早上一起来路上全都是雪	早上 一 起来 路上 全都 是 雪	早 上 一 起 来 路 上 全 都 是 雪
1275	1275	1276	闲聊#天气	明天又将是晴空万里的一天	明天 又 将 是 晴空万里 的 一天	明 天 又 将 是 晴 空 万 里 的 一 天
1276	1276	1277	闲聊#天气	明天天气好不好	明天 天气 好不好	明 天 天 气 好 不 好
1277	1277	1278	闲聊#天气	明天天气好像很好	明天 天气 好像 很 好	明 天 天 气 好 像 很 好
1278	1278	1279	闲聊#天气	明天天气如何	明天 天气 如何	明 天 天 气 如 何
1279	1279	1280	闲聊#天气	明天天气怎么样	明天 天气 怎么样	明 天 天 气 怎 么 样
1280	1280	1281	闲聊#天气	明天开始就降温了	明天 开始 就 降温 了	明 天 开 始 就 降 温 了
1281	1281	1282	闲聊#天气	昨天下了一场滂沱大雨	昨天 下 了 一场 滂沱大雨	昨 天 下 了 一 场 滂 沱 大 雨
1282	1282	1283	闲聊#天气	昨天下了好大的暴雨	昨天 下 了 好 大 的 暴雨	昨 天 下 了 好 大 的 暴 雨
1283	1283	1284	闲聊#天气	昨天就下了一会儿的雨	昨天 就 下 了 一会儿 的 雨	昨 天 就 下 了 一 会 儿 的 雨
1284	1284	1285	闲聊#天气	昨天晚上下了好大的雪	昨天晚上 下 了 好 大 的 雪	昨 天 晚 上 下 了 好 大 的 雪
1285	1285	1286	闲聊#天气	昨晚好像下大暴雨	昨晚 好像 下 大暴雨	昨 晚 好 像 下 大 暴 雨
1286	1286	1287	闲聊#天气	晴、	晴 、	晴 、
1287	1287	1288	闲聊#天气	暴雨到大暴雨、	暴雨 到 大暴雨 、	暴 雨 到 大 暴 雨 、
1288	1288	1289	闲聊#天气	最近天气有点反复无常	最近 天气 有点 反复无常	最 近 天 气 有 点 反 复 无 常
1289	1289	1290	闲聊#天气	最近的天气好潮湿	最近 的 天气 好 潮湿	最 近 的 天 气 好 潮 湿
1290	1290	1291	闲聊#天气	最近的天气挺好的	最近 的 天气 挺 好 的	最 近 的 天 气 挺 好 的
1291	1291	1292	闲聊#天气	最近这几天的天气真是坏得不行	最近 这 几天 的 天气 真是 坏得 不行	最 近 这 几 天 的 天 气 真 是 坏 得 不 行
