	LABEL	SENTENCE
0	其它#其它	一个词来形容一下我
1	其它#其它	一加一等于多少
2	其它#其它	一般学生都无法回答这个问题
3	其它#其它	一般学生都无法解决这个问题
4	其它#其它	一起吃顿饭吧
5	其它#其它	不用再多说了，我都明白了
6	其它#其它	么么哒
7	其它#其它	今天你开心吗
8	其它#其它	你不是能算出来吗
9	其它#其它	你今天开心吗
10	其它#其它	你在做什么呢
11	其它#其它	你在干嘛？你在干嘛
12	其它#其它	你开心吗
13	其它#其它	你现在开心吗
14	其它#其它	你的心情不错哦
15	其它#其它	你的想法很独特哦
16	其它#其它	你看起来很开心嘛
17	其它#其它	你过得好吗
18	其它#其它	你过的好吗
19	其它#其它	停一下
20	其它#其它	先听我说一句
21	其它#其它	再等一下把
22	其它#其它	哎呀呀
23	其它#其它	喂喂，你开心吗
24	其它#其它	嗨，你过得愉快吗
25	其它#其它	我不知道我会不会在手机上查询购买订单
26	其它#其它	我不知道这部手机是否具备我希望的其他功能
27	其它#其它	我买这么多功能的手机会不会浪费
28	其它#其它	我们聊得挺投缘的嘛
29	其它#其它	我好像没有带够钱
30	其它#其它	我家人不知道同不同意我买手机
31	其它#其它	我想退货的时候到底能不能退呢
32	其它#其它	我插句话行不
33	其它#其它	我没有好的
34	其它#其它	我没有找借口
35	其它#其它	我没有说谎
36	其它#其它	我看看先
37	其它#其它	本来就是这样嘛
38	其它#其它	没你不行啊
39	其它#其它	用一个词来形容我
40	其它#其它	祝大家心想事成，万事如意
41	其它#其它	算了，我们换个话题
42	其它#捣乱	6666666
43	其它#捣乱	一句温馨的问候，一个轻轻的拥抱，一个浪漫的小插曲，都能给人一种清新愉悦的感受，就向一股暖流流入心底
44	其它#捣乱	下午几点到
45	其它#捣乱	下周什么时候
46	其它#捣乱	下雨就撑伞，流感就预防，生活没有什么过不去的坎，人就是要给点阳光就灿烂
47	其它#捣乱	不是你的错，很明显，是他干的
48	其它#捣乱	不知道明天有没有空
49	其它#捣乱	不要再犹豫不决了。不要总是思前顾后，否则你就给带来了根本就不存在的问题。先分析情况，然后果断地采取行动。你无法改变你不想面对的现实。取得进展就意味着承担风险
50	其它#捣乱	不要挑逗我
51	其它#捣乱	不要调戏我
52	其它#捣乱	不见去年人,景物却依旧,物是人非
53	其它#捣乱	两条路都不是通往车站
54	其它#捣乱	中国大还是美国大啊
55	其它#捣乱	为什么会生病
56	其它#捣乱	亲爱的朋友，原谅我渐渐少去的问候。有一种感情，不再浓烈，却一直存在。我们不能时时在身边，好像电话短信也少了，我们不能第一时间分享彼此的快乐与不快乐，好像变的冷漠沉默了。可是如果有一天，我们再遇见，亲爱的，那当初的一切不会变
57	其它#捣乱	什么时候能有女朋友
58	其它#捣乱	他们确实很般配
59	其它#捣乱	他们都不是我昨晚见到的那个人
60	其它#捣乱	他常常迈步向前，跃跃欲试，然而来到爱玛面前，这种决心很快也就烟消云散，不知去向
61	其它#捣乱	他确实很勤奋
62	其它#捣乱	他确实很帅
63	其它#捣乱	你不是对句中定语的否定
64	其它#捣乱	你们什么时候来到这里的
65	其它#捣乱	你喜欢那件衣服吗
66	其它#捣乱	你好，您点的XX菜现在已经买完了，您看还有XX菜和这道菜口味相似，您要不要来一份
67	其它#捣乱	你好，打扰一下，帮你加点汤
68	其它#捣乱	你家是什么时候装修的
69	其它#捣乱	你居然不知道韩红是谁
70	其它#捣乱	你把问题分析的很好，接下来交给我们办吧
71	其它#捣乱	你有没有看过这本书
72	其它#捣乱	你的歌声抒发了我美好的理想，我的琴音凝集了你无限的向往。愿我们合奏一首幸福曲
73	其它#捣乱	你看得到他吗
74	其它#捣乱	你看得到我吗
75	其它#捣乱	你知道华南农业大学在哪里吗
76	其它#捣乱	你知道这是什么歌吗
77	其它#捣乱	你能帮我抢生意吗
78	其它#捣乱	你能预测奥运会中国队能拿多少金牌吗
79	其它#捣乱	你若安好，便是晴天
80	其它#捣乱	你要去哪里
81	其它#捣乱	你要去哪里呀
82	其它#捣乱	你觉得她体重是多少
83	其它#捣乱	你觉得我帅不帅
84	其它#捣乱	你认不认识百度公司的创造人
85	其它#捣乱	你说的一点都没错，就是他干的
86	其它#捣乱	你说那支队伍会赢吗
87	其它#捣乱	你还有什么问题吗
88	其它#捣乱	你预测一下悟空的发挥吧
89	其它#捣乱	做朋友的绝对不会忘了你！送给你最真的祝福，让你有个暖暖的圣诞节。感动了吧！虽然只有3块钱，但也是个很棒的礼物
90	其它#捣乱	凉风飞舞着祝福，轻轻送上真挚的问候：愿快乐伴随，清凉一夏
91	其它#捣乱	别动，举起手来
92	其它#捣乱	别站在人生的十字路口徘徊不定，犹豫不决。人生就这麽一次未知的旅行，在乎的是沿途的风景和旅行的心情。不会因为你的停留尔美丽的风景终止，走过的路已经成为你背後的风景
93	其它#捣乱	别跟我谈感情
94	其它#捣乱	劝你一句，老朋友：别忘了乐极生悲这句话！但愿你一切都好
95	其它#捣乱	半个小时就可以
96	其它#捣乱	华丽的外表，往往掩盖着肮脏的灵魂，偶像派的明星，还有追星族的傻逼们
97	其它#捣乱	叔叔
98	其它#捣乱	句中的否定词没有作谓语中心语
99	其它#捣乱	可以给我么
100	其它#捣乱	可以载我一程吗
101	其它#捣乱	可能明天中午就可以
102	其它#捣乱	可能没那么快
103	其它#捣乱	可能要过几天才行
104	其它#捣乱	可能需要等两个星期
105	其它#捣乱	各种矛盾的心情，痛苦地绞缢着她
106	其它#捣乱	后来呢？怎么样了
107	其它#捣乱	喂，你要去哪里
108	其它#捣乱	喂，怎么没我的份
109	其它#捣乱	嘿，我的呢
110	其它#捣乱	在他的灵魂里，两种感情，恶与答的感情，受了侮辱的自尊心与对这个受苦的女人的怜悯心，正在交战
111	其它#捣乱	在内心深处，总有一个身影徘徊，总有一个声音问候，无论何时想起，温暖随时都能感应
112	其它#捣乱	在通往未来的人生岔口，你坚定地选择了这条小路。路的那边是风和日丽，曲径通幽？还是急风残月，河边断桥？你无从知晓。于是，你开始迷惘忧虑，懊丧不已，后悔当初没有走上岔口那边的小路，那片风景中也许会是花好月圆，阳光灿烂。然而昨日的太阳已落，失去的风景已过，生命的旅途没有回返的路程。你已没有了选择，也不能过多的犹豫，你只能依靠着信念走出这泥泞的雨地。也许你会错过一段季节，也许你会迷失一段方向，错过了太阳，你还会再迷失月亮吗
113	其它#捣乱	夜宵怎么解决
114	其它#捣乱	夸我一句
115	其它#捣乱	女的
116	其它#捣乱	她收不住奔驰起来的思想，一会儿充满了幸福，幸福得心向外膨胀，一会儿充满了恐惧，感到这事是那么可怕
117	其它#捣乱	她确实很漂亮
118	其它#捣乱	好无聊啊
119	其它#捣乱	好的，请稍等！请用茶，请喝豆浆
120	其它#捣乱	姊妹两并非都在这里
121	其它#捣乱	定闹钟会痛，不定闹钟也会痛；闹钟响会痛，闹钟不响也会痛；被叫醒会痛，叫不醒也会痛；起床会痛，不起床也会痛
122	其它#捣乱	宵夜怎么解决
123	其它#捣乱	寒风吹，祝福到。
124	其它#捣乱	对不起、请原谅、不用谢、没关心、请不要放在心上
125	其它#捣乱	尼姑用广州话怎么读
126	其它#捣乱	巨大的爱和情欲正在他的内心深处激烈地搏斗，他袖着手，呆呆地望着天空
127	其它#捣乱	希望我的祝福能驱散你平日的辛劳
128	其它#捣乱	带我去学校好不好
129	其它#捣乱	帮我倒杯水可以吗
130	其它#捣乱	干炒牛河怎么做呀
131	其它#捣乱	应该过几天就可以
132	其它#捣乱	开发者
133	其它#捣乱	当时他一方面为裘德将要在她手里受痛苦而眼泪直落，另一方面又为自己可怜而眼泪直涌，两种眼泪，互相混合
134	其它#捣乱	影响我们下决心的因素，往往既不是事情过于复杂，也不是我们的判断力不够，而是对于自己即将放弃的选择心有不甘
135	其它#捣乱	征询语：需要我帮忙嘛？、我能为你做些什么嘛
136	其它#捣乱	很久很久，你欠了我的一声问候，哪怕只是短短的一两句寒暄
137	其它#捣乱	微笑将祝福传递，喜悦将幸福传送，问候温馨更暖心，祝福情真意更真，画个快乐大圈圈，年年岁岁保佑你
138	其它#捣乱	忙碌一周的你感觉累吗?要好好休息
139	其它#捣乱	快回到属于你的地方
140	其它#捣乱	您好！请问您对我们的服务有没有什么意见或建议？谢谢您
141	其它#捣乱	您好，帮您把外套挂一下？我把您的包放在这里了
142	其它#捣乱	您好，您看还有什么需要吗
143	其它#捣乱	您好，您看这个菜可以给您合一下盘吗
144	其它#捣乱	您好，打扰一下，帮您加点水！
145	其它#捣乱	您好，打扰一下，帮您换下烟缸！您好，帮您清理下台面
146	其它#捣乱	您好，打扰一下，帮您罩一下衣罩
147	其它#捣乱	您好，这是我们点的XX菜，给您分一下，好吗
148	其它#捣乱	情动三江水，诚感五岳山，心愿传千里，祝福送吉祥，好运常相伴，幸福展笑颜，开心更快乐，人旺万事顺
149	其它#捣乱	感谢所有忙碌着关注着我的朋友，感谢生命中经历的每一次问候与祝福，愿你们每天都平安祥和幸福
150	其它#捣乱	感谢语：谢谢、劳驾了、让您费心了、实在过意不去、麻烦您、感谢您的帮助
151	其它#捣乱	愿你拥有：春天的歌欢快，夏天的心火热，秋天的意深厚，冬天的情纯真。在未来的人生旅途中，永远保持你自己
152	其它#捣乱	愿如梦的幻想，消融在天边的彩霞里；愿青鸟衔起我俩，飞向生活的绿洲
153	其它#捣乱	愿甜蜜伴你度过一天中的每一时，愿平安同你走过一时中的每一分，愿快乐陪你度过一分中的每一秒
154	其它#捣乱	我一会儿想往前走，一会儿想往后撤退，
155	其它#捣乱	我不知道晚上可不可以啊
156	其它#捣乱	我不确定到底要哪一本书
157	其它#捣乱	我为什么会生病
158	其它#捣乱	我们不应该乱说话
159	其它#捣乱	我们不应该做不对的事
160	其它#捣乱	我们不应该说不对的话
161	其它#捣乱	我们不能做不对的事
162	其它#捣乱	我们不能说不对的话
163	其它#捣乱	我们在过去十年内连一面都没有见过
164	其它#捣乱	我们应该经常地通通话
165	其它#捣乱	我们是什么关系
166	其它#捣乱	我失魂落魄，如痴似醉，一会儿我觉得自己还不够漂亮，不够富有，不够潇洒一忽儿，我为自己能够占有她而沾沾自喜，得意洋洋
167	其它#捣乱	我很快就行
168	其它#捣乱	我思绪纷繁，心乱如麻
169	其它#捣乱	我想知道我什么时候能有女朋友
170	其它#捣乱	我请你做到以下三点：一定要成功，一定要快乐，一定要幸福
171	其它#捣乱	我谈恋爱的原则，非诚勿扰
172	其它#捣乱	我迷路了
173	其它#捣乱	我钱包掉了，能借点钱给我吗
174	其它#捣乱	所以我才来晚了
175	其它#捣乱	所以我才这样做
176	其它#捣乱	所有的思念，抵不过一个微笑，所有的忧愁，只需要一个问候，有雨的夜，最美那是来自天使的问候
177	其它#捣乱	打扰一下，帮您换下骨碟
178	其它#捣乱	打扰你们一下，到某地的路怎么走
179	其它#捣乱	打断一下你们的对话
180	其它#捣乱	打篮球的男生特别帅，你喜欢打篮球吗
181	其它#捣乱	拉长幸福的直线，让开心的笑容伴随左右，让快乐的生活陪伴身旁，让工作有活力，让事业有激情，愿你事事都如意，万事都顺心
182	其它#捣乱	挑逗
183	其它#捣乱	教我好不好
184	其它#捣乱	无尽的人海中，我们相聚又分离
185	其它#捣乱	早上好阳光为你烘烤温暖的味道，问候为你带来快乐的奇妙，清新的早晨，希望我的一条短信，给你一天简单而充实的幸福，早上好
186	其它#捣乱	早上好，一束阳光照在身，祝你天天都开心，财神家中去，梦想变成真，今天中大奖，明天去上任，朋友的祝福全都是真心
187	其它#捣乱	早上没有空
188	其它#捣乱	早晨，清凉的空气如牛乳般新鲜，冉起的太阳如梦想般希望。天明，亮起的不只是阳光，还要有你的好心情哦，早安
189	其它#捣乱	明天几点出发
190	其它#捣乱	明天可不可以
191	其它#捣乱	明天没时间
192	其它#捣乱	春天，有梦一般的花；春天，有花一般的梦。春天到了！愿你的梦，像美丽的花；愿你心中的花，像美丽的梦
193	其它#捣乱	春风向树木问好， 花儿向人们问好. 五谷向闲田问好。有谁懂，年复一年忙碌的背后，是被忽略的问候与祝福
194	其它#捣乱	是先杀猪呢 还是先杀驴呢
195	其它#捣乱	晚上吧
196	其它#捣乱	晚上有空吗
197	其它#捣乱	有些机会，因瞬间的犹豫，擦肩而过；有些缘分，因一时的任性，滑落指间；有些感情，因一时的冲动，遗憾一生；有些人，一转身就是一辈子。许多感情疏远淡漠，无力挽回，只源于一念之差
198	其它#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措
199	其它#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措，会被流言蜚语和冷言冷语中伤，继而会对原本在意的这段感情产生质疑
200	其它#捣乱	朋友，当永放心头，永不相忘；朋友，当共荣辱，当同患难；友谊，如流水不因石而阻，不因远而疏。朋友，祝你有个好心情哦
201	其它#捣乱	朋友，愿你飞过辽阔的天空，穿过无边的旷野，越过璀璨的星河，直到矗立在彩虹之巅
202	其它#捣乱	望下次还能为您服务
203	其它#捣乱	清晨的美好就如青草般芳香，如河溪般清澈，如玻璃般透明，如甘露般香甜。亲爱的朋友，早上好，愿你今天有个好心情
204	其它#捣乱	炎炎的烈日，足以拷问丑恶的内心，辛苦的工作，可暂忘浮浅的思春
205	其它#捣乱	犹豫不决是以无知为基础的
206	其它#捣乱	电视播放
207	其它#捣乱	男孩
208	其它#捣乱	睁开眼，缓一缓；快起床，伸懒腰；笑一笑，美好的一天又开始了。早安，祝你今天好心情，工作顺利，生活甜美
209	其它#捣乱	矛盾的心情像一条毒蛇，在咬啮他的脏腑
210	其它#捣乱	祝你天天拥有：蓬勃的激情，雄壮的豪情，执着的热情，甜美的爱情，洒脱的表情，爽朗的神情，愉快的心情
211	其它#捣乱	神说：幸福是有一颗感恩的心，健康的身体，称心的工作，一位深爱你的人，一帮信赖的朋友你会拥有这一切！祝圣诞快乐
212	其它#捣乱	稍有犹豫便就不然了
213	其它#捣乱	突然的彷徨，突然的不知所措
214	其它#捣乱	站在人生的十字路口，我们也许会徘徊不定、犹豫不决。
215	其它#捣乱	笑一个
216	其它#捣乱	等等不行吗
217	其它#捣乱	等等我五分钟
218	其它#捣乱	能勾搭你么
219	其它#捣乱	能顺路载我一程吗
220	其它#捣乱	致歉语：对不起、请原谅、不用谢、没关心、请不要放在心上
221	其它#捣乱	落叶知秋，情谊如酒，风渐凉时无喜更无忧。岁月流走，蓦然回首，一声问候醇绵依旧。友情相守，不离左右，含笑送出这份问候：季节交替，注意身体
222	其它#捣乱	虽然烈日炎炎，周一还得上班，高温令人疲倦，要与快乐连线。见人面带微笑，好运与你触电；懒散情绪抛开，精神焕发容颜；烦恼莫放心头，潇洒自然相见。周一问候给力，再忙再累也要心情美丽，开心面对
223	其它#捣乱	衷心祝福：上帝保佑你！彩票关心你！菩萨爱护你！要云得云，要雨得雨！花天酒地，黄金遍地
224	其它#捣乱	要不要一起去跑步
225	其它#捣乱	要不要一起去逛街
226	其它#捣乱	要去哪里
227	其它#捣乱	要是没有你的帮助，恐怕要失败了
228	其它#捣乱	要是没有你，都不知道怎么办啊
229	其它#捣乱	要等到6点才知道
230	其它#捣乱	请带好您的随身物品，请慢走
231	其它#捣乱	请带好您的随身物品，请慢走！谢谢光临，希
232	其它#捣乱	请慢用
233	其它#捣乱	请我吃饭好不好
234	其它#捣乱	请问您喝点什么？我们这有茶水、饮料、豆浆、酸梅汤。
235	其它#捣乱	请问菜品需要打包吗
236	其它#捣乱	调教
237	其它#捣乱	谢谢、劳驾了、让您费心了、实在过意不去、麻烦您、感谢您的帮助
238	其它#捣乱	起床是会呼吸的痛，挣扎在每个细胞中
239	其它#捣乱	距离有短有长，不论短长，都铺满着我的思念；短信有短有长，不论短长，都充盈着我的挂牵；祝福有短有长，不论短长，都代表着我的心愿：祝你快乐天天
240	其它#捣乱	路，共同欣赏才风景美丽；情，互相交流才更加真切。问个好，情谊永在，祝你心情愉快
241	其它#捣乱	身体不舒服，怎么办啊
242	其它#捣乱	轮到我讲话了，你们停一下
243	其它#捣乱	还有多久轮到我
244	其它#捣乱	这个夏天，真心祝愿：大树庇护你，烈日让着你，微风向着你，暴雨躲着你，爱人由着你，邻居帮着你，朋友记着你，中奖500万的只有你
245	其它#捣乱	这个月我有空
246	其它#捣乱	这个礼拜都没时间
247	其它#捣乱	这个穷孩子无新衣服穿
248	其它#捣乱	这个穷孩子没有一件新衣服
249	其它#捣乱	这些矛盾在他心中乱碰，使他一天到晚的五脊六兽的不大好过
250	其它#捣乱	这是非主流事件
251	其它#捣乱	这本书好不好看
252	其它#捣乱	这本书很好看
253	其它#捣乱	这药非处方药
254	其它#捣乱	这里确实很大
255	其它#捣乱	迷路了，怎么办
256	其它#捣乱	送上一条解乏短信，愿你周一早晨精精神神，起床上班不再痛
257	其它#捣乱	送你一串祝福，浇灌你幸福的生活
258	其它#捣乱	那么，你觉得她漂亮吗
259	其它#捣乱	那件事怎么说来的
260	其它#捣乱	错不全在我
261	其它#捣乱	问候语：您好！欢迎光临，里面请，您请坐
262	其它#捣乱	问候远方的朋友：多一些开心，少一些烦恼，时时好心情。便用点滴的问候 想抚平你一点
263	其它#捣乱	阿姨
264	其它#捣乱	需要多少天才可以
265	其它#捣乱	需要等多久啊
266	其它#捣乱	非主流英语句子没意义
267	其它#捣乱	非也！我不喜欢这糖果
268	其它#捣乱	非勇敢非好汉，非泼辣非辣妹
269	其它#捣乱	非地震后，没有一栋房子不倒塌
270	其它#捣乱	非天仙非妖魔，确能长的如此美丽，世间甚是少见
271	其它#捣乱	非法入侵行为不值得提倡
272	其它#捣乱	非潘安非宋玉
273	其它#捣乱	非萝莉非萌妞
274	其它#捣乱	风吹散了蒲公英的思绪，把它的希望带到了远方；在哪里梦里有了生命力，在哪里渴望变得坚强；每一个执着的人啊，去奋斗吧，为了路上的远方
275	其它#捣乱	风面语：早上好、下午好、晚上好、您好、请多多指教、请多关照
276	其它#捣乱	香辣鸡翅好吃吗
277	其它#捣乱	鼓掌，鼓掌
278	其它#捣乱	﻿哎，又过了一天
279	其它#捣乱	﻿调戏
280	其它#骂人	2B
281	其它#骂人	丫的
282	其它#骂人	二逼
283	其它#骂人	人渣
284	其它#骂人	低能
285	其它#骂人	低能儿
286	其它#骂人	你个屌丝
287	其它#骂人	你个狗日的
288	其它#骂人	你丫的
289	其它#骂人	你他妈废话啊
290	其它#骂人	你们住嘴
291	其它#骂人	你们闭嘴
292	其它#骂人	你傻吗
293	其它#骂人	你好屌
294	其它#骂人	你妹
295	其它#骂人	你妹啊，明明不是我
296	其它#骂人	你有病啊
297	其它#骂人	你有病啊，前言不搭后语的
298	其它#骂人	你真逗逼
299	其它#骂人	傻逼
300	其它#骂人	傻逼，听不懂我刚刚说什么了啊
301	其它#骂人	八嘎牙路
302	其它#骂人	去你的
303	其它#骂人	去死、去死、去死
304	其它#骂人	去死把
305	其它#骂人	变态
306	其它#骂人	变态，老是讲那些东西
307	其它#骂人	妈B
308	其它#骂人	妈的
309	其它#骂人	妈逼
310	其它#骂人	妹的
311	其它#骂人	尼玛
312	其它#骂人	尼玛，我对你无语了
313	其它#骂人	屌
314	其它#骂人	屌丝
315	其它#骂人	废话
316	其它#骂人	废话不要讲那么多，给点实际的
317	其它#骂人	弱智
318	其它#骂人	我勒个去
319	其它#骂人	我去
320	其它#骂人	我现在不想听你讲话，给我滚
321	其它#骂人	我草
322	其它#骂人	杀马特
323	其它#骂人	流氓
324	其它#骂人	流氓，能说点好听的么
325	其它#骂人	混蛋
326	其它#骂人	混账
327	其它#骂人	滚滚滚
328	其它#骂人	煞笔
329	其它#骂人	狗日的
330	其它#骂人	神经
331	其它#骂人	神经病
332	其它#骂人	给我滚
333	其它#骂人	艹草
334	其它#骂人	贱人，住嘴
335	其它#骂人	贱人，你刚刚说什么来着
336	其它#骂人	逗逼
337	其它#骂人	都给我住嘴
338	其它#骂人	闭嘴
339	其它#骂人	靠靠靠
340	其它#骂人	靠，讲的话那么难听
341	其它#骂人	顶顶顶、顶顶顶、顶顶顶
342	其它#骂人	麻痹
343	导购#不成交	不买了
344	导购#不成交	我不买了
345	导购#不理解	你刚刚说的是怎么回事啊
346	导购#不理解	你刚刚说的话很莫名其妙
347	导购#不理解	对不起我没挺清楚您说的话，请再重复一遍好吗
348	导购#不理解	怎么会
349	导购#不理解	能再说一遍么
350	导购#不理解	莫名其妙的
351	导购#开始	买手机
352	导购#开始	介绍下新手机
353	导购#开始	你们这里有什么手机卖
354	导购#开始	你好，这里有什么手机卖
355	导购#开始	你这里卖手机吗
356	导购#开始	你这里有手机卖吗
357	导购#开始	你这里有没有智能手机买
358	导购#开始	卖不卖手机
359	导购#开始	原来的手机坏了，想换台新手机
360	导购#开始	帮帮我选手机
361	导购#开始	帮我挑选个手机
362	导购#开始	帮我选一台手机
363	导购#开始	帮我选一款手机吧
364	导购#开始	怎么买手机
365	导购#开始	我们继续聊手机
366	导购#开始	我再看看
367	导购#开始	我想买一台手机
368	导购#开始	我想买一款手机
369	导购#开始	我想买一部手机
370	导购#开始	我想买手机
371	导购#开始	我想买新手机
372	导购#开始	我想和你聊天
373	导购#开始	我想看手机
374	导购#开始	我想要买手机
375	导购#开始	我想要手机
376	导购#开始	我现在想换个手机
377	导购#开始	我要一台新手机
378	导购#开始	我要买个新手机
379	导购#开始	我要买手机
381	导购#开始	我要买款手机
382	导购#开始	我要给我妈妈买个手机
383	导购#开始	我需要一台新手机
384	导购#开始	手机怎么卖
686	导购#开始	打扰一下
385	导购#开始	推荐一台手机给我
386	导购#开始	推荐一款手机给我吧
387	导购#开始	推荐一款新的手机
388	导购#开始	有什么手机能卖给我
389	导购#开始	有什么手机能推荐
390	导购#开始	有什么新款的手机
391	导购#开始	有什么比较好的手机
392	导购#开始	来一款手机
393	导购#开始	来买手机
394	导购#开始	给我介绍款手机
395	导购#开始	给我妈妈买个手机
396	导购#开始	请问，这里能买手机吗
397	导购#开始	这里有手机吗
398	导购#成交	不错，我要买他
399	导购#成交	买
400	导购#成交	买买买
401	导购#成交	买了
402	导购#成交	买这个
403	导购#成交	买这部
405	导购#成交	决定是他
406	导购#成交	决定是她
407	导购#成交	决定是它
408	导购#成交	决定是这部了
409	导购#成交	好，就要他了
410	导购#成交	就他吧
411	导购#成交	就她吧
412	导购#成交	就它吧
413	导购#成交	就是他了
414	导购#成交	就是她了
415	导购#成交	就是它了
416	导购#成交	就是想要他
