LABEL	SENTENCE
其它#骂人	贱人，你刚刚说什么来着
其它#骂人	煞笔
其它#骂人	废话
其它#骂人	妈的
其它#骂人	混账
其它#骂人	你他妈废话啊
其它#骂人	艹草
其它#骂人	屌丝
其它#骂人	废话不要讲那么多，给点实际的
其它#骂人	你个狗日的
其它#骂人	神经病
其它#骂人	低能儿
其它#骂人	狗日的
其它#骂人	杀马特
其它#骂人	你妹
其它#骂人	流氓，能说点好听的么
其它#骂人	我勒个去
其它#骂人	我草
其它#骂人	傻逼
其它#骂人	你丫的
其它#骂人	都给我住嘴
导购#不成交	不买了
导购#不理解	能再说一遍么
导购#不理解	对不起我没挺清楚您说的话，请再重复一遍好吗
导购#开始	请问，这里能买手机吗
导购#开始	我现在想换个手机
导购#开始	你这里有手机卖吗
导购#开始	有什么比较好的手机
导购#开始	原来的手机坏了，想换台新手机
导购#开始	有什么手机能推荐
导购#开始	你这里卖手机吗
导购#开始	这里有手机吗
导购#开始	帮我选一台手机
导购#开始	我想要买手机
导购#开始	帮帮我选手机
导购#开始	我要买款手机
导购#开始	有什么新款的手机
导购#开始	推荐一款新的手机
导购#开始	打扰一下
导购#开始	怎么买手机
导购#成交	就是这台了
导购#成交	相中这部手机
导购#成交	正是要这部
导购#成交	是我的
导购#成交	要一套
导购#成交	我要了
导购#成交	正是买这部
导购#成交	﻿成交
导购#成交	买了
导购#成交	就是他了
导购#成交	就她吧
导购#成交	决定是他
导购#成交	把它带回家
导购#成交	敲定她
导购#成交	挑中是她了
导购#成交	收回家
导购#成交	就要它了
导购#成交	把他带回家
导购#成交	是我的了
导购#成交	就这部
导购#成交	要了
导购#成交	就是想要他
导购#成交	要这部
导购#成交	要这种
导购#成交	正是买她
导购#成交	要六个
导购#成交	要了它
导购#成交	决定是这部了
导购#成交	相中是他
导购#成交	这款我要了
导购#成交	就要她了
导购#成交	那我就买它
导购#成交	挑中是他了
导购#成交	就是要她
导购#成交	就是想要这台
导购#更换	换一个手机
导购#更换	换其他的
导购#更换	还有另一台吗
导购#更换	麻烦推荐其他的给我
导购#更换	我要别的
导购#更换	还有吗
导购#更换	还有另一款吗
导购#更换	还有其他款式的吗
导购#更换	推荐另一部
导购#更换	推荐别的可以吗
导购#更换	还有别的类型吗
导购#更换	推荐其他的手机给我吧
导购#更换	还有别的款式吗
导购#更换	还有别的吗
导购#结束	我得赶末班车回城
导购#结束	天下没有不散的筵席
导购#结束	晚安。我睡了
导购#结束	不和你说了
导购#结束	我舍不得你走，但是你要走我也没法挽留，只能说声“一路顺风”
导购#结束	就这样吧
导购#结束	后会有期，朋友
导购#结束	一路顺风
导购#结束	我要告辞了
导购#结束	我们就谈到这里，你看怎么样
导购#结束	午安
导购#结束	我非常渴望以后有机会能和你在网上聊天
导购#结束	请见谅，我不得不先告辞了
导购#结束	拜拜
导购#结束	我真的要走了
导购#结束	没什么事了
导购#结束	走啦
导购#结束	下次聊
导购#结束	今天聊到这里先把
导购#结束	晚安，祝好梦
导购#结束	你忙吧，改天再聊
导购#结束	对不起，我得赶快走
导购#结束	我现在必须结束我们的谈话了
导购#结束	我们就此告别吧
导购#结束	下次再和你聊，我们下次接着聊吧
导购#结束	撤了。先撤了
导购#结束	到了应该离开的时候了
导购#结束	我走啦
导购#结束	我们可以明天继续谈
导购#结束	我要走了，我要迟到了
导购#结束	明天见
导购#结束	再见，小心点
导购#结束	常联系
导购#详情	可不可以给我介绍一下这部手机
导购#详情	介绍下详情
导购#详情	介绍下
导购#详情	说清楚点
表态#不满	为什么要那么久
表态#不满	我不太喜欢
表态#不满	保持安静，不许讲话
表态#不满	不合适
表态#不满	我对你十分无语，不想再听你说话了
表态#不满	无语
表态#不满	不然还想怎样
表态#不满	你们给我安静点
表态#不满	停下来听我讲句话行不行
表态#不满	不喜欢这款
表态#不满	快住口
表态#不满	我不大喜欢
表态#不满	不太合适
表态#不满	你还想怎样
表态#不满	够了
表态#不满	大家视你为仇敌
表态#不满	什么鬼
表态#不满	他确实令人讨厌
表态#否定	我否定你的答案
表态#否定	不要这种
表态#否定	反对你的观点
表态#否定	你的想法不好
表态#否定	我认为你的做法是不好的
表态#否定	不是这样的
表态#否定	我觉得不合适
表态#否定	我认为不是这样的
表态#否定	我不同意你的看法
表态#否定	我不认为你的想法是好的
表态#否定	不太靠谱
表态#否定	这样是不对的
表态#否定	这台手机不要了
表态#否定	太普通了
表态#否定	我不认为你的做法是行的
表态#否定	我认为你的做法是不对的
表态#否定	我不认为你说得好
表态#否定	我不要你说得这个
表态#否定	我认为你的观点是不好的
表态#否定	我不认为这是对的
表态#否定	我觉得不好
表态#否定	这不是对的
表态#否定	这样是不行的
表态#否定	我认为你的想法是不行的
表态#否定	我不认为你的想法是对的
表态#否定	我认为你的观点不好
表态#否定	你的论点是不行的
表态#否定	这不可能是对的
表态#否定	你不能这样说
表态#否定	我绝对不同意你的观点
表态#否定	我不要这部手机
表态#否定	太平常了
表态#否定	我认为这是不对的
表态#否定	平庸
表态#否定	不要这部
表态#否定	我认为你的说法是不好的
表态#否定	你说错了
表态#否定	我认为你的观点是不对的
表态#满意	你真帅
表态#满意	牛逼
表态#满意	做人就该像你这样低调嘛
表态#满意	我好喜欢这个
表态#满意	好犀利
表态#满意	我很喜欢
表态#满意	正解，难得我们能想到一块去
表态#满意	我很享受我们之间的交流
表态#满意	你说得对，我认为很正确
表态#满意	赞
表态#满意	看来你的推荐可以接受
表态#满意	不愧是你
表态#满意	你对大家很友善哦
表态#满意	真棒
表态#满意	我中意这款
表态#满意	这款手机好犀利
表态#满意	你办事，我放心
表态#满意	你说的话好有道理，就按你说的办
表态#满意	给你赞一个
表态#满意	你好幽默啊，大家都被你逗乐了
表态#满意	这个不错
表态#满意	非常棒
表态#满意	我非常喜欢这个
表态#满意	做的好
表态#满意	我中意它
表态#犹豫	我想先考虑下
表态#犹豫	我没有任何方案
表态#犹豫	再考虑下
表态#犹豫	你认为我买哪款比较好
表态#犹豫	那么，你觉得哪一款适合我
表态#犹豫	哪款好呢
表态#犹豫	哪个好看点
表态#犹豫	你等等，我再想下
表态#犹豫	我思考下
表态#犹豫	我再思考下
表态#犹豫	可是我没有想好买哪部手机
表态#犹豫	我没有好的方案
表态#犹豫	这部手机好还是那部手机好
表态#犹豫	要这部手机还是那部呢
表态#犹豫	我没有任何观点
表态#犹豫	我无法做出决定
表态#犹豫	我犹豫不决啊
表态#犹豫	我再考虑下把
表态#犹豫	我没有任何思路
表态#犹豫	哪一个比较好
表态#疑问	为什么
表态#疑问	真的是这样吗?
表态#肯定	我坚信我的想法，那是十分正确的
表态#肯定	这一定能行
表态#肯定	我肯定我的观点是对的
表态#肯定	对啊，对啊
表态#肯定	好好好
表态#肯定	可以没问题
表态#肯定	我坚信我的想法，那是一定正确的
表态#肯定	是啊，是啊
表态#肯定	嗯，我认为我的想法是对的
表态#肯定	我坚信我的论点是对的
表态#肯定	这不存在问题，这是肯定正确的
表态#肯定	我认为我的想法绝对正确
表态#肯定	﻿这一定是对的
表态#肯定	这不存在问题，这是非常正确的
表态#肯定	嗯，这是对的啊
表态#肯定	这显然是对的啊
表态#肯定	嗯，好的啊
表态#肯定	我肯定我的想法是十分正确的
表态#肯定	对的
表态#肯定	嗯，是这样
表态#肯定	我相信
表态#肯定	没错，这是对的
表态#肯定	这样挺好的
表态#肯定	我坚信这绝对能行
表态#肯定	我肯定我的想法是完全正确的
表态#肯定	我认为我是正确的
表态#肯定	我同意
表态#肯定	我认为我一定正确
表态#肯定	没错，这是绝对正确的
表态#肯定	我的想法一定正确
表态#肯定	我肯定我的想法是肯定正确的
表态#肯定	要
表态#肯定	是的，这是非常正确的
表态#肯定	没错，这是完全正确的
表态#肯定	我坚信我的观点是正确的
表态#肯定	我坚信我的论点是正确的
表态#肯定	没错，这是肯定正确的
表态#肯定	肯定是啦
表态#肯定	我肯定我的想法是绝对正确的
表态#肯定	我坚信我的想法，那是肯定正确的
表态#肯定	是的，这是完全正确的
表态#肯定	嗯，我认为这是正确的
表态#肯定	还可以喔
表态#肯定	我肯定我的论点是对的
表态#肯定	对的啊
表态#肯定	嗯，是的
表态#肯定	我认为我的想法是正确的
表态#肯定	这不存在问题，这是一定正确的
表态#肯定	这当然是对的啊
表态#肯定	嗯，对
表态#附和	喵
表态#附和	哈哈，我是在逗你玩的
表态#附和	哈哈，你太帅了吧
表态#附和	额
表态#随便	没有什么要求
表态#随便	你说是就是咯
表态#随便	无所谓
社交义务#不用谢	不用谢
社交义务#接受道歉	不介意
社交义务#接受道歉	不在意
社交义务#接受道歉	不要紧
社交义务#致谢	谢谢你抽空和我谈话
社交义务#致谢	拜托你了
社交义务#致谢	辛苦了
社交义务#致谢	麻烦你了
社交义务#道歉	我错了
社交义务#道歉	请原谅给你添麻烦了
社交义务#问候	早上好，夫人
社交义务#问候	﻿你好机器人
社交义务#问候	叔叔，你好，
社交义务#问候	亲，开心点哦
社交义务#问候	最近怎么样
社交义务#问候	工作忙不忙呀
社交义务#问候	亲，祝你好运
社交义务#问候	近况如何
社交义务#问候	哈罗
社交义务#问候	握手
社交义务#问候	过得如何呀
社交义务#问候	您好
社交义务#问候	晚上好
社交义务#问候	请多多指教
社交义务#问候	店家在吗
闲聊#天气	﻿天气好吗
闲聊#天气	昨天下了一场滂沱大雨
闲聊#天气	面对火辣辣的太阳，你真的懂如何防晒吗
闲聊#天气	冷空气给这个地方带来了一场大雨
闲聊#天气	最近这几天的天气真是坏得不行
闲聊#天气	今天早上刮了好大的雾
闲聊#天气	老子热死了
闲聊#天气	明天天气好不好
闲聊#天气	天气温度持续高涨
闲聊#天气	这里好久没有下过雨了
闲聊#天气	一场台风把这里的雾霾刮走了
闲聊#天气	雾、冻雨、沙尘暴、小到中雨、中到大雨、大到暴雨
闲聊#天气	天气慢慢变冷了
闲聊#天气	听说明天会下雨
闲聊#天气	天气怎么样
闲聊#天气	这种天气最适合人们出游
闲聊#天气	今年和往年一样又刮起了严重的雾霾
闲聊#天气	好热
闲聊#天气	雷阵雨转多云
闲聊#天气	今天下了一天的雨了
闲聊#天气	别忘了带伞
闲聊#天气	这种天气很舒服
闲聊#天气	下雨了啊
闲聊#天气	这几天都是阴天
闲聊#天气	天气渐渐回暖了
闲聊#天气	阵雨
闲聊#天气	这个地方好多年没有下过雪了
闲聊#天气	听说冷空气南下了
闲聊#天气	这个月刮了3次台风
闲聊#天气	寒冷的天气让人不想出门
闲聊#天气	未来三天，长江中下游地区将有中到大雨
闲聊#天气	雨夹雪、
闲聊#天气	往年三月份这里都会有回南天
闲聊#天气	早上一起来路上全都是雪
闲聊#天气	明天开始就降温了
闲聊#天气	中到大雪、
闲聊#天气	今天天气怎么样
闲聊#天气	快下雨了
闲聊#天气	最近都是一会儿晴一会儿阴
闲聊#时间	两分钟
闲聊#时间	后天才是1号
闲聊#时间	1个小时有60分钟
闲聊#时间	今天星期几来着
闲聊#时间	还有多少个小时到中午
闲聊#时间	还有几个小时到中午
闲聊#时间	这个月有31号
闲聊#时间	一天
闲聊#时间	你知不知道现在几点了
闲聊#时间	今天离放暑假还有多少天
闲聊#时间	你知道一个小时有多少分钟吗
闲聊#时间	两个小时后过来
闲聊#时间	大概还有半分钟
闲聊#时间	今天离下周末还有多少天
闲聊#时间	几点现在
闲聊#时间	今天是星期几
闲聊#时间	1分钟有60秒
闲聊#时间	今天多少号来着
闲聊#时间	下午两点半
闲聊#时间	什么时候
闲聊#时间	大概多少秒
闲聊#时间	你知不知道什么叫时间
闲聊#时间	﻿现在是几点啊
闲聊#时间	现在是什么时候
闲聊#时间	你懂得什么叫时间吗
闲聊#身份信息	你的特长是什么
闲聊#身份信息	你都有哪些功能
闲聊#身份信息	你是女的
闲聊#身份信息	你会讲故事吗
闲聊#身份信息	你能像我一样走路吗
闲聊#身份信息	你是不是机器人
闲聊#身份信息	你的力气有多大啊
闲聊#身份信息	你妈妈是谁
闲聊#身份信息	你的理想是什么啊
闲聊#身份信息	可以告诉我你的编号吗
闲聊#身份信息	今年你多少岁了
闲聊#身份信息	你的联系方式是什么啊
闲聊#身份信息	聊天可以吗
闲聊#身份信息	你的出生地在哪
闲聊#身份信息	你是男的还是女的
闲聊#身份信息	我觉得你是机器人
闲聊#身份信息	你的身高是多高啊
闲聊#身份信息	你现在几岁啦
闲聊#身份信息	你单身吗
闲聊#身份信息	你能服务好人类吗
闲聊#身份信息	你有肌肉吗
闲聊#身份信息	你有男朋友吗
闲聊#身份信息	你几岁啦
闲聊#身份信息	你姓什么的
闲聊#身份信息	你的开发者是谁
闲聊#身份信息	﻿你是谁
闲聊#身份信息	谁开发了你
闲聊#身份信息	怎么联系你啊
闲聊#身份信息	你是叫机器人吗
闲聊#身份信息	你都能做些啥
闲聊#身份信息	你姓什么啊
闲聊#身份信息	你是宅男吗
闲聊#身份信息	你有什么爱好
闲聊#身份信息	你二十四小时在线吗
闲聊#身份信息	你是男生吗
闲聊#身份信息	你是动漫迷吗
